SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AC:6C,2020-07-02 12:40:05.127048,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-49
1,DC:A6:32:33:AC:6C,2020-07-02 12:40:06.460966,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-49
2,DC:A6:32:33:AC:6C,2020-07-02 12:40:07.558296,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-52
3,DC:A6:32:33:AC:6C,2020-07-02 12:40:08.119475,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-50
4,DC:A6:32:33:AC:6C,2020-07-02 12:40:09.390785,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-49
5,DC:A6:32:33:AC:6C,2020-07-02 12:40:10.040641,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-50
6,DC:A6:32:33:AC:6C,2020-07-02 12:40:12.045683,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-51
7,DC:A6:32:33:AC:6C,2020-07-02 12:40:14.050607,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-50
8,DC:A6:32:33:AC:6C,2020-07-02 12:40:16.055606,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-49
9,DC:A6:32:33:AC:6C,2020-07-02 12:40:17.033548,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-49
10,DC:A6:32:33:AC:6C,2020-07-02 12:40:19.037943,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-51
11,DC:A6:32:33:AC:6C,2020-07-02 12:40:21.042939,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-49
12,DC:A6:32:33:AC:6C,2020-07-02 12:40:22.466635,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-52
13,DC:A6:32:33:AC:6C,2020-07-02 12:40:23.225858,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-52
14,DC:A6:32:33:AC:6C,2020-07-02 12:40:24.019001,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-51
15,DC:A6:32:33:AC:6C,2020-07-02 12:40:26.024011,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-48
16,DC:A6:32:33:AC:6C,2020-07-02 12:40:28.028963,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-52
17,DC:A6:32:33:AC:6C,2020-07-02 12:40:30.033865,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-49
18,DC:A6:32:33:AC:6C,2020-07-02 12:40:31.247619,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-47
19,DC:A6:32:33:AC:6C,2020-07-02 12:40:33.256766,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-49
20,DC:A6:32:33:AC:6C,2020-07-02 12:40:34.414929,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-50
21,DC:A6:32:33:AC:6C,2020-07-02 12:40:35.062399,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-49
22,DC:A6:32:33:AC:6C,2020-07-02 12:40:36.162456,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-51
23,DC:A6:32:33:AC:6C,2020-07-02 12:40:37.268563,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-51
24,DC:A6:32:33:AC:6C,2020-07-02 12:40:38.032898,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-49
25,DC:A6:32:33:AC:6C,2020-07-02 12:40:39.669247,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-49
26,DC:A6:32:33:AC:6C,2020-07-02 12:40:40.347312,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-49
27,DC:A6:32:33:AC:6C,2020-07-02 12:40:41.041000,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-51
28,DC:A6:32:33:AC:6C,2020-07-02 12:40:42.320948,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-46
29,DC:A6:32:33:AC:6C,2020-07-02 12:40:43.058440,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-49
30,DC:A6:32:33:AC:6C,2020-07-02 12:40:44.152316,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-51
31,DC:A6:32:33:AC:6C,2020-07-02 12:40:45.073077,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-51
32,DC:A6:32:33:AC:6C,2020-07-02 12:40:46.087185,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-47
33,DC:A6:32:33:AC:6C,2020-07-02 12:40:47.338333,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-49
34,DC:A6:32:33:AC:6C,2020-07-02 12:40:48.365861,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-49
35,DC:A6:32:33:AC:6C,2020-07-02 12:40:49.102628,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-51
36,DC:A6:32:33:AC:6C,2020-07-02 12:40:50.214334,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-51
37,DC:A6:32:33:AC:6C,2020-07-02 12:40:51.038296,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-47
38,DC:A6:32:33:AC:6C,2020-07-02 12:40:52.126348,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-49
39,DC:A6:32:33:AC:6C,2020-07-02 12:40:53.126937,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-51
40,DC:A6:32:33:AC:6C,2020-07-02 12:40:54.228233,ac8aa4da-bc82-11ea-b532-dca63233ac6b,1,1,1,-49
